rsp_id,rsp_id2,country,mig_ext_motivo,migrated_yn_5,CARI,income_per_capita_tier,mig_ext_intention,mig_ext_plan_12months,mig_ext_preparacion,motiv_cat
12,rsp12,GT,1 2 6,1,2,4,0,,,econ-1
15,rsp15,HND,1 8,1,2,4,1,0,,econ-1
24,rsp24,HND,1 2 6,1,2,5,1,1,1,econ-1
29,rsp29,GT,1 8,1,2,2,0,,,econ-1
31,rsp31,SLV,1,1,2,3,0,,,econ-1
32,rsp32,GT,1 7 8,1,1,5,0,,,econ-1
36,rsp36,SLV,11,1,2,4,1,0,,sec-1
38,rsp38,SLV,8 1 2,1,2,4,1,0,,econ-1
39,rsp39,SLV,1 2 8,1,2,4,1,0,,econ-1
41,rsp41-1,GT,1,1,2,3,0,,,econ-1
41,rsp41-2,GT,1,1,2,3,0,,,econ-1
43,rsp43,GT,1,1,2,4,1,1,1,econ-1
46,rsp46,HND,1 8,1,1,2,1,0,,econ-1
47,rsp47-1,HND,8,1,2,1,0,,,econ-1
47,rsp47-2,HND,8,1,2,1,0,,,econ-1
49,rsp49,HND,2 6,1,1,2,0,,,econ-1
50,rsp50-1,GT,1 2 8,1,1,2,0,,,econ-1
50,rsp50-2,GT,1 9,1,1,2,0,,,econ-oth-2
52,rsp52,GT,1 2,1,1,5,1,1,0,econ-1
53,rsp53,GT,1 8,1,1,1,1,0,,econ-1
56,rsp56,GT,1 8,1,1,1,1,1,1,econ-1
63,rsp63,HND,1,1,2,2,0,,,econ-1
69,rsp69-1,HND,1,1,2,1,1,1,1,econ-1
69,rsp69-2,HND,1,1,2,1,1,1,1,econ-1
71,rsp71-1,HND,16,1,2,1,1,0,,oth-1
71,rsp71-2,HND,1,1,2,1,1,0,,econ-1
72,rsp72,HND,1 6,1,1,2,1,0,,econ-1
78,rsp78-1,HND,16,1,1,1,0,,,oth-1
78,rsp78-2,HND,1,1,1,1,0,,,econ-1
80,rsp80,HND,1 2,1,1,4,99,,,econ-1
88,rsp88,HND,2 1,1,1,2,1,0,,econ-1
91,rsp91,GT,1 6 8,1,2,3,1,0,,econ-1
95,rsp95-1,HND,2,1,1,2,1,0,,econ-1
95,rsp95-2,HND,2,1,1,2,1,0,,econ-1
96,rsp96,HND,1,1,2,2,1,0,,econ-1
97,rsp97,HND,1 2 6,1,2,3,1,0,,econ-1
99,rsp99,GT,1 6,1,2,4,1,0,,econ-1
100,rsp100,GT,1 6 7,1,2,5,1,0,,econ-1
102,rsp102,GT,1 2,1,2,2,1,0,,econ-1
108,rsp108,GT,2,1,2,4,1,1,1,econ-1
111,rsp111,GT,1 6 9,1,2,1,1,0,,econ-oth-2
115,rsp115,HND,1 2 7,1,1,2,1,0,,econ-1
119,rsp119,HND,1 6 8,1,1,3,1,0,,econ-1
120,rsp120,HND,1,1,1,4,1,1,0,econ-1
122,rsp122-1,HND,1,1,1,1,1,1,0,econ-1
122,rsp122-2,HND,1,1,1,1,1,1,0,econ-1
122,rsp122-3,HND,6 7 11,1,1,1,1,1,0,econ-sec-2
126,rsp126-1,HND,1,1,3,3,1,0,,econ-1
126,rsp126-2,HND,1,1,3,3,1,0,,econ-1
131,rsp131-1,HND,9 6 8,1,1,2,1,1,1,econ-oth-2
131,rsp131-2,HND,99,1,1,2,1,1,1,oth-1
132,rsp132,HND,1,1,1,2,0,,,econ-1
134,rsp134,HND,1 2,1,2,1,1,0,,econ-1
141,rsp141,HND,9 12,1,2,4,1,0,,reun-oth-2
142,rsp142,HND,1,1,3,3,1,1,0,econ-1
161,rsp161,HND,2,1,3,1,0,,,econ-1
181,rsp181,HND,1 2,1,1,1,1,0,,econ-1
182,rsp182,HND,1 2,1,1,4,1,0,,econ-1
184,rsp184,GT,1 2,1,1,4,0,,,econ-1
189,rsp189,GT,1 12,1,1,4,1,0,,econ-reun-2
191,rsp191,GT,1 6 8,1,2,2,0,,,econ-1
199,rsp199-1,GT,9 1,1,1,2,0,,,econ-oth-2
199,rsp199-2,GT,1 8,1,1,2,0,,,econ-1
206,rsp206,GT,1 2 8,1,2,4,0,,,econ-1
209,rsp209,HND,1 3 4,1,2,2,1,0,,econ-clim-2
214,rsp214-1,GT,1 2,1,4,1,1,1,0,econ-1
214,rsp214-2,GT,2 7,1,4,1,1,1,0,econ-1
217,rsp217,GT,1 9 8,1,2,3,0,,,econ-oth-2
218,rsp218-1,GT,1 2 6,1,2,4,0,,,econ-1
218,rsp218-2,GT,1,1,2,4,0,,,econ-1
224,rsp224,GT,1,1,2,3,0,,,econ-1
225,rsp225-1,GT,1 2,1,3,1,1,0,,econ-1
225,rsp225-2,GT,1,1,3,1,1,0,,econ-1
229,rsp229,GT,1 8,1,1,1,1,0,,econ-1
230,rsp230,GT,1,1,1,2,0,,,econ-1
243,rsp243,GT,1 2 7,1,1,5,0,,,econ-1
245,rsp245,GT,1,1,2,4,1,0,,econ-1
249,rsp249,GT,12 15,1,1,4,1,1,1,reun-oth-2
250,rsp250-1,GT,1 7 6,1,2,4,1,1,1,econ-1
250,rsp250-2,GT,2 1 11,1,2,4,1,1,1,econ-sec-2
250,rsp250-3,GT,7 9,1,2,4,1,1,1,econ-oth-2
250,rsp250-4,GT,16,1,2,4,1,1,1,oth-1
250,rsp250-5,GT,16,1,2,4,1,1,1,oth-1
258,rsp258-1,GT,1 2 6,1,1,4,0,,,econ-1
258,rsp258-2,GT,1 2,1,1,4,0,,,econ-1
268,rsp268,GT,7,1,2,3,1,1,1,econ-1
269,rsp269,GT,6 7 14,1,2,3,1,0,,econ-oth-2
278,rsp278,GT,1 7,1,1,5,1,0,,econ-1
279,rsp279,GT,1,1,2,2,99,,,econ-1
280,rsp280,GT,6 8 7,1,1,3,99,,,econ-1
286,rsp286-1,GT,1 7 14,1,3,3,1,0,,econ-oth-2
286,rsp286-2,GT,14,1,3,3,1,0,,oth-1
288,rsp288,GT,1 6 7,1,1,4,99,,,econ-1
291,rsp291-1,GT,2 1,1,1,1,1,0,,econ-1
291,rsp291-2,GT,1 2,1,1,1,1,0,,econ-1
301,rsp301,GT,99 1 2,1,3,4,1,1,1,econ-1
302,rsp302-1,GT,1 2,1,2,4,1,0,,econ-1
302,rsp302-2,GT,1 2,1,2,4,1,0,,econ-1
303,rsp303,GT,1 2,1,2,1,0,,,econ-1
304,rsp304,GT,1,1,2,2,0,,,econ-1
305,rsp305,GT,1,1,2,2,1,0,,econ-1
306,rsp306-1,GT,1,1,3,5,0,,,econ-1
306,rsp306-2,GT,1,1,3,5,0,,,econ-1
321,rsp321,GT,1 8,1,1,2,1,1,1,econ-1
326,rsp326-1,HND,1,1,2,2,0,,,econ-1
326,rsp326-2,HND,1,1,2,2,0,,,econ-1
334,rsp334,HND,1 2,1,2,4,1,0,,econ-1
337,rsp337-1,HND,9 12,1,1,5,1,0,,reun-oth-2
337,rsp337-2,HND,1 12,1,1,5,1,0,,econ-reun-2
342,rsp342,HND,2,1,1,2,0,,,econ-1
346,rsp346,HND,1 6 7,1,1,2,1,0,,econ-1
351,rsp351,HND,1,1,2,4,1,1,0,econ-1
355,rsp355-1,HND,1,1,1,3,1,0,,econ-1
355,rsp355-2,HND,1,1,1,3,1,0,,econ-1
359,rsp359,HND,1 6,1,2,4,1,0,,econ-1
370,rsp370,HND,2 1 6,1,3,3,1,0,,econ-1
371,rsp371,HND,1 2 6,1,2,2,99,,,econ-1
373,rsp373-1,HND,1,1,3,1,1,0,,econ-1
373,rsp373-2,HND,1,1,3,1,1,0,,econ-1
381,rsp381-1,HND,1,1,1,2,1,0,,econ-1
381,rsp381-2,HND,1,1,1,2,1,0,,econ-1
390,rsp390-1,GT,9,1,3,4,0,,,oth-1
390,rsp390-2,GT,1,1,3,4,0,,,econ-1
391,rsp391-1,GT,1,1,3,4,0,,,econ-1
391,rsp391-2,GT,1,1,3,4,0,,,econ-1
394,rsp394,HND,1,1,2,1,1,0,,econ-1
396,rsp396-1,HND,1,1,2,2,1,0,,econ-1
396,rsp396-2,HND,1,1,2,2,1,0,,econ-1
399,rsp399,GT,1 7 8,1,2,4,1,0,,econ-1
403,rsp403,GT,8,1,1,5,1,1,1,econ-1
404,rsp404,GT,1 6,1,3,3,99,,,econ-1
406,rsp406,GT,1 7,1,2,3,1,0,,econ-1
407,rsp407,GT,1 7 14,1,3,1,1,1,0,econ-oth-2
411,rsp411-1,GT,1 2 16,1,2,3,1,1,0,econ-oth-2
411,rsp411-2,GT,1 2 11,1,2,3,1,1,0,econ-sec-2
416,rsp416,GT,1,1,1,3,0,,,econ-1
418,rsp418,GT,1 2,1,2,3,1,0,,econ-1
422,rsp422,GT,2,1,1,3,1,0,,econ-1
425,rsp425,GT,1 6,1,1,3,1,0,,econ-1
427,rsp427,GT,1 6,1,1,3,0,,,econ-1
429,rsp429,HND,2 1,1,2,4,0,,,econ-1
430,rsp430,HND,14 1 6,1,2,4,0,,,econ-oth-2
434,rsp434-1,HND,12,1,2,4,0,,,reun-1
434,rsp434-2,HND,12,1,2,4,0,,,reun-1
440,rsp440,HND,1 2,1,1,2,0,,,econ-1
442,rsp442-1,HND,1 2 8 11,1,2,1,1,0,,econ-sec-2
442,rsp442-2,HND,1 2,1,2,1,1,0,,econ-1
442,rsp442-3,HND,1 2,1,2,1,1,0,,econ-1
442,rsp442-4,HND,1 2,1,2,1,1,0,,econ-1
443,rsp443-1,HND,1 2 6 7,1,1,2,0,,,econ-1
443,rsp443-2,HND,1 2 7,1,1,2,0,,,econ-1
445,rsp445-1,HND,1 2 6 7 15,1,2,2,0,,,econ-oth-2
445,rsp445-2,HND,2 1 6 7,1,2,2,0,,,econ-1
448,rsp448,HND,1 2 7,1,2,1,1,1,1,econ-1
450,rsp450,GT,1 9,1,2,2,1,1,0,econ-oth-2
451,rsp451,GT,7 1 2,1,2,5,1,0,,econ-1
453,rsp453,GT,1 6,1,1,1,0,,,econ-1
454,rsp454,GT,7 1 2,1,1,3,1,0,,econ-1
456,rsp456,GT,1 7 2,1,2,4,99,,,econ-1
457,rsp457,GT,2 1 7,1,2,2,0,,,econ-1
458,rsp458,GT,6 1,1,1,2,0,,,econ-1
469,rsp469,GT,1 7,1,2,2,1,0,,econ-1
474,rsp474,GT,1 8 7,1,2,4,1,0,,econ-1
477,rsp477,GT,1 5 6,1,1,5,1,0,,econ-clim-2
479,rsp479,GT,12,1,1,5,0,,,reun-1
484,rsp484,GT,2 6 8,1,2,4,0,,,econ-1
486,rsp486,GT,1 2 3,1,3,4,0,,,econ-clim-2
491,rsp491,GT,1 4,1,3,3,0,,,econ-clim-2
495,rsp495,GT,12,1,2,4,0,,,reun-1
500,rsp500-1,HND,9,1,1,2,1,1,0,oth-1
500,rsp500-2,HND,1,1,1,2,1,1,0,econ-1
500,rsp500-3,HND,1,1,1,2,1,1,0,econ-1
504,rsp504,GT,1 6 8,1,1,2,1,0,,econ-1
511,rsp511,GT,1 8,1,3,4,1,0,,econ-1
519,rsp519,GT,1 7 8,1,1,2,0,,,econ-1
521,rsp521,GT,1 6,1,3,3,1,0,,econ-1
522,rsp522-1,GT,1 8 6,1,2,3,1,0,,econ-1
522,rsp522-2,GT,1 6 7,1,2,3,1,0,,econ-1
526,rsp526-1,GT,2 1,1,1,4,1,99,,econ-1
526,rsp526-2,GT,1,1,1,4,1,99,,econ-1
527,rsp527,GT,1 12,1,1,1,1,0,,econ-reun-2
532,rsp532,GT,1 2,1,3,2,0,,,econ-1
535,rsp535-1,HND,1,1,1,1,0,,,econ-1
535,rsp535-2,HND,1,1,1,1,0,,,econ-1
543,rsp543,GT,1 6,1,1,4,0,,,econ-1
546,rsp546,GT,1 2 6,1,1,4,0,,,econ-1
552,rsp552-1,HND,12,1,1,2,0,,,reun-1
552,rsp552-2,HND,11,1,1,2,0,,,sec-1
556,rsp556-1,GT,1 7,1,2,3,0,,,econ-1
556,rsp556-2,GT,1 2,1,2,3,0,,,econ-1
558,rsp558-1,GT,7 8,1,1,5,1,0,,econ-1
558,rsp558-2,GT,6 7,1,1,5,1,0,,econ-1
568,rsp568,GT,1 7 8,1,1,4,1,0,,econ-1
569,rsp569-1,GT,1,1,1,2,0,,,econ-1
569,rsp569-2,GT,1,1,1,2,0,,,econ-1
573,rsp573,GT,1,1,1,4,0,,,econ-1
575,rsp575,GT,1,1,3,1,0,,,econ-1
577,rsp577,GT,1,1,2,1,0,,,econ-1
578,rsp578-1,GT,1 2,1,2,1,1,1,1,econ-1
578,rsp578-2,GT,1 2,1,2,1,1,1,1,econ-1
578,rsp578-3,GT,1 7,1,2,1,1,1,1,econ-1
579,rsp579,GT,2 1,1,1,1,0,,,econ-1
582,rsp582-1,GT,1 2,1,2,1,0,,,econ-1
582,rsp582-2,GT,1 2 6,1,2,1,0,,,econ-1
591,rsp591-1,GT,7,1,1,4,1,1,0,econ-1
591,rsp591-2,GT,1,1,1,4,1,1,0,econ-1
598,rsp598,GT,1 2,1,2,4,1,1,0,econ-1
606,rsp606,GT,1,1,2,2,0,,,econ-1
607,rsp607,GT,1,1,2,1,0,,,econ-1
610,rsp610,HND,1 7 8,1,3,1,1,99,,econ-1
611,rsp611,GT,1 7,1,2,4,0,,,econ-1
613,rsp613-1,GT,1,1,1,2,99,,,econ-1
613,rsp613-2,GT,1,1,1,2,99,,,econ-1
613,rsp613-3,GT,1,1,1,2,99,,,econ-1
615,rsp615,GT,1 6,1,2,4,1,1,1,econ-1
623,rsp623,GT,1 2 6,1,2,5,0,,,econ-1
636,rsp636-1,GT,9,1,3,4,0,,,oth-1
636,rsp636-2,GT,1 2 7,1,3,4,0,,,econ-1
636,rsp636-3,GT,1 2 7,1,3,4,0,,,econ-1
637,rsp637-1,GT,16,1,2,4,1,0,,oth-1
637,rsp637-2,GT,1 7 2,1,2,4,1,0,,econ-1
638,rsp638,GT,1 2 7,1,1,1,0,,,econ-1
639,rsp639,GT,1 2 7,1,1,1,0,,,econ-1
641,rsp641,GT,1 7 2,1,2,1,1,1,1,econ-1
645,rsp645-1,GT,1 2 6,1,1,3,1,0,,econ-1
645,rsp645-2,GT,1 16,1,1,3,1,0,,econ-oth-2
645,rsp645-3,GT,1 16,1,1,3,1,0,,econ-oth-2
646,rsp646-1,GT,1,1,1,5,0,,,econ-1
646,rsp646-2,GT,1 2,1,1,5,0,,,econ-1
653,rsp653,GT,1 2 8,1,1,1,1,0,,econ-1
655,rsp655-1,GT,1 2 6,1,3,1,0,,,econ-1
655,rsp655-2,GT,1 2 6,1,3,1,0,,,econ-1
660,rsp660,GT,1 7 2,1,2,4,1,1,0,econ-1
665,rsp665,GT,15 16,1,1,4,0,,,oth-1
669,rsp669,GT,1,1,1,4,1,0,,econ-1
672,rsp672,GT,1 8,1,1,4,0,,,econ-1
674,rsp674,GT,1,1,2,4,0,,,econ-1
676,rsp676-1,GT,1 2,1,3,1,1,1,0,econ-1
676,rsp676-2,GT,1,1,3,1,1,1,0,econ-1
684,rsp684,GT,1 6 7,1,2,4,1,0,,econ-1
686,rsp686,GT,1 8 7,1,2,4,1,1,1,econ-1
691,rsp691-1,GT,1 6 8,1,2,5,1,0,,econ-1
691,rsp691-2,GT,1,1,2,5,1,0,,econ-1
698,rsp698-1,GT,1 6,1,2,3,1,0,,econ-1
698,rsp698-2,GT,1 6 11,1,2,3,1,0,,econ-sec-2
705,rsp705,GT,12,1,1,2,1,99,,reun-1
712,rsp712,GT,1 2 6,1,1,4,0,,,econ-1
716,rsp716,GT,1,1,1,5,0,,,econ-1
720,rsp720,GT,1 2,1,2,4,0,,,econ-1
723,rsp723,GT,2 1,1,1,4,1,1,0,econ-1
732,rsp732,GT,8,1,1,5,0,,,econ-1
734,rsp734,GT,8,1,1,4,1,1,1,econ-1
735,rsp735,GT,8 7,1,1,3,0,,,econ-1
736,rsp736,GT,1 2,1,1,1,0,,,econ-1
739,rsp739-1,GT,1 2,1,1,4,0,,,econ-1
739,rsp739-2,GT,1 2,1,1,4,0,,,econ-1
744,rsp744,GT,1 2 7,1,3,2,1,0,,econ-1
746,rsp746-1,GT,1 2,1,2,1,0,,,econ-1
746,rsp746-2,GT,1 2,1,2,1,0,,,econ-1
746,rsp746-3,GT,1 2,1,2,1,0,,,econ-1
749,rsp749,GT,1 2 7,1,1,1,0,,,econ-1
766,rsp766-1,HND,2,1,2,1,1,0,,econ-1
766,rsp766-2,HND,7,1,2,1,1,0,,econ-1
768,rsp768-1,HND,1 6,1,1,1,0,,,econ-1
768,rsp768-2,HND,1 6 2,1,1,1,0,,,econ-1
779,rsp779,HND,1 2 7,1,1,2,0,,,econ-1
781,rsp781-1,HND,1 9,1,1,1,0,,,econ-oth-2
781,rsp781-2,HND,1,1,1,1,0,,,econ-1
787,rsp787,HND,1 2,1,1,4,1,0,,econ-1
792,rsp792-1,GT,10 16,1,1,2,1,1,1,sec-oth-2
792,rsp792-2,GT,1,1,1,2,1,1,1,econ-1
797,rsp797,GT,1,1,2,4,1,0,,econ-1
802,rsp802,GT,1 7,1,2,3,0,,,econ-1
807,rsp807,GT,1 2,1,2,4,1,0,,econ-1
810,rsp810,GT,1,1,1,4,1,0,,econ-1
816,rsp816,GT,1 8 7,1,1,4,0,,,econ-1
820,rsp820,GT,2 8,1,1,2,0,,,econ-1
821,rsp821,HND,1 11,1,1,1,0,,,econ-sec-2
832,rsp832,GT,1 6,1,3,4,0,,,econ-1
833,rsp833,GT,1 2 6,1,3,1,1,0,,econ-1
842,rsp842,GT,1 7 8,1,1,3,0,,,econ-1
850,rsp850,GT,1,1,2,3,1,0,,econ-1
853,rsp853,GT,7 1,1,3,1,0,,,econ-1
855,rsp855,GT,12,1,1,3,1,1,1,reun-1
856,rsp856-1,HND,1 2,1,2,1,1,0,,econ-1
856,rsp856-2,HND,1 2,1,2,1,1,0,,econ-1
858,rsp858-1,HND,9,1,2,4,0,,,oth-1
858,rsp858-2,HND,1 2,1,2,4,0,,,econ-1
859,rsp859,HND,9,1,1,2,1,0,,oth-1
862,rsp862,HND,1 6 8,1,1,1,0,,,econ-1
864,rsp864,HND,1,1,1,2,1,0,,econ-1
865,rsp865,HND,1 8,1,1,2,0,,,econ-1
868,rsp868-1,HND,1,1,1,4,1,0,,econ-1
868,rsp868-2,HND,1 6 7,1,1,4,1,0,,econ-1
878,rsp878,GT,1 2 6,1,2,4,1,1,1,econ-1
880,rsp880-1,GT,1 8,1,1,1,0,,,econ-1
880,rsp880-2,GT,1 8,1,1,1,0,,,econ-1
883,rsp883,GT,1 2 8,1,1,4,0,,,econ-1
896,rsp896,GT,1,1,2,5,1,0,,econ-1
897,rsp897-1,GT,15,1,1,5,1,0,,oth-1
897,rsp897-2,GT,15,1,1,5,1,0,,oth-1
897,rsp897-3,GT,15,1,1,5,1,0,,oth-1
897,rsp897-4,GT,16,1,1,5,1,0,,oth-1
897,rsp897-5,GT,16,1,1,5,1,0,,oth-1
897,rsp897-6,GT,99,1,1,5,1,0,,oth-1
900,rsp900-1,GT,1 6,1,1,4,1,0,,econ-1
900,rsp900-2,GT,1,1,1,4,1,0,,econ-1
902,rsp902,GT,1 2,1,1,4,0,,,econ-1
914,rsp914,HND,1 2 7,1,1,5,1,0,,econ-1
916,rsp916,HND,1 8,1,1,2,1,0,,econ-1
919,rsp919,GT,1 8,1,2,3,0,,,econ-1
920,rsp920-1,GT,1,1,1,3,1,0,,econ-1
920,rsp920-2,GT,12,1,1,3,1,0,,reun-1
920,rsp920-3,GT,1 2,1,1,3,1,0,,econ-1
946,rsp946,HND,1,1,1,2,1,0,,econ-1
953,rsp953,HND,2 1 6,1,1,5,1,1,0,econ-1
959,rsp959,HND,2 7 8,1,1,4,1,1,0,econ-1
969,rsp969,SLV,2,1,2,4,0,,,econ-1
975,rsp975,SLV,1 2 9,1,1,1,1,0,,econ-oth-2
977,rsp977,SLV,12,1,2,4,1,0,,reun-1
979,rsp979-1,SLV,12,1,1,2,1,0,,reun-1
979,rsp979-2,SLV,1,1,1,2,1,0,,econ-1
984,rsp984-1,SLV,1 8,1,1,5,1,0,,econ-1
984,rsp984-2,SLV,1,1,1,5,1,0,,econ-1
984,rsp984-3,SLV,12,1,1,5,1,0,,reun-1
984,rsp984-4,SLV,12,1,1,5,1,0,,reun-1
985,rsp985-1,SLV,1 7,1,1,3,0,,,econ-1
985,rsp985-2,SLV,12,1,1,3,0,,,reun-1
985,rsp985-3,SLV,12,1,1,3,0,,,reun-1
987,rsp987-1,SLV,12,1,1,1,1,0,,reun-1
987,rsp987-2,SLV,1,1,1,1,1,0,,econ-1
987,rsp987-3,SLV,1,1,1,1,1,0,,econ-1
987,rsp987-4,SLV,12,1,1,1,1,0,,reun-1
991,rsp991,SLV,1 7,1,2,4,1,0,,econ-1
993,rsp993,SLV,1,1,2,4,1,0,,econ-1
994,rsp994,SLV,1 2,1,1,3,1,0,,econ-1
995,rsp995,SLV,11,1,2,2,1,0,,sec-1
996,rsp996-1,SLV,1 2,1,1,4,1,0,,econ-1
996,rsp996-2,SLV,1 2,1,1,4,1,0,,econ-1
996,rsp996-3,SLV,1 2 12,1,1,4,1,0,,econ-reun-2
998,rsp998-1,SLV,12,1,1,4,1,0,,reun-1
998,rsp998-2,SLV,12,1,1,4,1,0,,reun-1
