rsp_id,rsp_id2,country,mig_ext_motivo,migrated_yn_5,CARI,income_per_capita_tier,mig_ext_intention,mig_ext_plan_12months,mig_ext_preparacion,motiv_cat
2814,rsp2814-2,HND,1 2 8,1,1,1,1,0,,econ-1
2816,rsp2816,HND,1 8 6,1,1,3,0,,,econ-1
2817,rsp2817-1,HND,1 2 8,1,1,2,0,,,econ-1
2817,rsp2817-2,HND,2 16,1,1,2,0,,,econ-oth-2
2819,rsp2819,HND,7 14,1,2,3,0,,,econ-oth-2
2821,rsp2821,HND,1 8,1,1,3,1,0,,econ-1
2826,rsp2826-1,GT,1 2,1,2,1,1,0,,econ-1
2826,rsp2826-2,GT,1 2,1,2,1,1,0,,econ-1
2827,rsp2827-1,GT,1 2,1,1,5,0,,,econ-1
2827,rsp2827-2,GT,1 2,1,1,5,0,,,econ-1
2830,rsp2830,HND,1,1,2,1,1,0,,econ-1
2832,rsp2832,HND,1,1,1,2,1,1,0,econ-1
2843,rsp2843,GT,1 6 7,1,1,4,0,,,econ-1
2844,rsp2844-1,GT,1 3 4,1,3,1,0,,,econ-clim-2
2844,rsp2844-2,GT,1 2 4,1,3,1,0,,,econ-clim-2
2849,rsp2849,GT,1 8,1,2,2,0,,,econ-1
2853,rsp2853,GT,1 6 8,1,3,4,0,,,econ-1
2856,rsp2856,GT,1 2 8,1,1,4,0,,,econ-1
2860,rsp2860,GT,1,1,1,5,0,,,econ-1
2861,rsp2861,GT,1,1,1,5,0,,,econ-1
2863,rsp2863,GT,1,1,1,4,0,,,econ-1
2868,rsp2868,GT,2 1,1,1,2,0,,,econ-1
2870,rsp2870,GT,2 7 6,1,1,1,0,,,econ-1
2871,rsp2871,GT,1 2 6,1,1,1,1,0,,econ-1
2878,rsp2878,GT,1 8,1,1,5,1,0,,econ-1
2882,rsp2882,GT,99 2 1,1,2,3,0,,,econ-1
2892,rsp2892-1,GT,1 8 12,1,1,6,1,0,,econ-reun-2
2892,rsp2892-2,GT,1 8 14,1,1,6,1,0,,econ-oth-2
2898,rsp2898,GT,1 2,1,2,2,1,0,,econ-1
2904,rsp2904,GT,7 6 2,1,3,1,0,,,econ-1
2911,rsp2911-1,HND,1 2 6,1,2,4,1,0,,econ-1
2911,rsp2911-2,HND,1 2 7,1,2,4,1,0,,econ-1
2913,rsp2913,HND,1 2 7,1,1,3,1,0,,econ-1
2920,rsp2920,GT,9,1,1,4,0,,,oth-1
2922,rsp2922,GT,1 7,1,2,2,0,,,econ-1
2927,rsp2927,GT,1 3 6,1,2,4,0,,,econ-clim-2
2933,rsp2933,GT,15,1,1,5,0,,,oth-1
2935,rsp2935-1,GT,7 16,1,2,4,1,0,,econ-oth-2
2935,rsp2935-2,GT,1 16 6,1,2,4,1,0,,econ-oth-2
2941,rsp2941,GT,1 2,1,3,1,0,,,econ-1
2943,rsp2943,GT,1 2,1,3,1,1,1,0,econ-1
2945,rsp2945,GT,1 2 7,1,1,5,0,,,econ-1
2946,rsp2946,GT,2 7 6,1,2,4,0,,,econ-1
2954,rsp2954,HND,12 8,1,1,4,1,1,1,econ-reun-2
2958,rsp2958,HND,2 7,1,2,3,1,0,,econ-1
2960,rsp2960-1,HND,1 7,1,1,1,0,,,econ-1
2960,rsp2960-2,HND,1,1,1,1,0,,,econ-1
2960,rsp2960-3,HND,1,1,1,1,0,,,econ-1
2974,rsp2974,HND,2,1,3,3,1,0,,econ-1
2977,rsp2977-1,HND,1,1,1,2,1,0,,econ-1
2977,rsp2977-2,HND,1,1,1,2,1,0,,econ-1
2981,rsp2981,HND,12,1,1,4,1,0,,reun-1
2994,rsp2994,HND,1 6 7,1,2,3,0,,,econ-1
2996,rsp2996,HND,2,1,2,4,1,0,,econ-1
2998,rsp2998,HND,1 2 7,1,1,1,1,0,,econ-1
3001,rsp3001,GT,1 6 8,1,2,4,0,,,econ-1
3002,rsp3002,GT,1 2 8,1,1,4,0,,,econ-1
3012,rsp3012,GT,1 8,1,1,6,0,,,econ-1
3016,rsp3016,HND,1 2 6,1,2,2,0,,,econ-1
3020,rsp3020,HND,1,1,1,2,0,,,econ-1
3034,rsp3034,HND,1 2,1,3,3,1,0,,econ-1
3042,rsp3042,HND,6,1,1,2,1,0,,econ-1
3045,rsp3045,HND,1,1,2,2,1,0,,econ-1
3051,rsp3051,HND,1 11 2,1,2,1,1,0,,econ-sec-2
3054,rsp3054,HND,1 2 3,1,3,3,1,1,1,econ-clim-2
3055,rsp3055-1,HND,2 1 7,1,2,1,1,0,,econ-1
3055,rsp3055-2,HND,2 1 7,1,2,1,1,0,,econ-1
3065,rsp3065,GT,1 2 4,1,1,4,0,,,econ-clim-2
3067,rsp3067,HND,1,1,1,4,1,0,,econ-1
3069,rsp3069,HND,12,1,1,3,0,,,reun-1
3073,rsp3073,HND,1,1,2,3,0,,,econ-1
3075,rsp3075,HND,2 1 6,1,2,4,1,1,1,econ-1
3076,rsp3076,HND,1 2 3,1,2,2,1,1,0,econ-clim-2
3086,rsp3086-1,GT,16,1,2,3,99,,,oth-1
3086,rsp3086-2,GT,16,1,2,3,99,,,oth-1
3086,rsp3086-3,GT,12,1,2,3,99,,,reun-1
3091,rsp3091,GT,1 7,1,2,1,99,,,econ-1
3092,rsp3092,GT,1 7,1,3,4,0,,,econ-1
3095,rsp3095,GT,7 1,1,1,2,1,0,,econ-1
3097,rsp3097,GT,1 2 8,1,1,4,1,0,,econ-1
3098,rsp3098,GT,1 2 8,1,1,3,1,0,,econ-1
3102,rsp3102,GT,8 1,1,1,2,0,,,econ-1
3109,rsp3109,GT,1,1,1,5,0,,,econ-1
3116,rsp3116-1,GT,12,1,1,5,0,,,reun-1
3116,rsp3116-2,GT,1 7 8,1,1,5,0,,,econ-1
3125,rsp3125,GT,10,1,1,4,1,0,,sec-1
3127,rsp3127,HND,1,1,1,1,0,,,econ-1
3137,rsp3137,HND,2 1,1,1,3,0,,,econ-1
3138,rsp3138,HND,1 2 6,1,3,2,1,0,,econ-1
3139,rsp3139,HND,1,1,1,3,0,,,econ-1
3140,rsp3140,HND,1 2 6,1,3,3,1,0,,econ-1
3143,rsp3143,HND,1 2 6,1,3,3,1,1,1,econ-1
3149,rsp3149,GT,1 7 6,1,2,4,0,,,econ-1
3150,rsp3150,GT,1 8 7,1,2,4,0,,,econ-1
3161,rsp3161-1,GT,3 1 2,1,1,2,0,,,econ-clim-2
3161,rsp3161-2,GT,1,1,1,2,0,,,econ-1
3163,rsp3163-1,GT,2 3,1,1,1,0,,,econ-clim-2
3163,rsp3163-2,GT,1 2,1,1,1,0,,,econ-1
3165,rsp3165,GT,3 1,1,1,2,0,,,econ-clim-2
3166,rsp3166-1,HND,1 7,1,1,2,0,,,econ-1
3166,rsp3166-2,HND,7 2,1,1,2,0,,,econ-1
3169,rsp3169,HND,1 2,1,1,1,1,0,,econ-1
3170,rsp3170,HND,1,1,1,2,1,0,,econ-1
3172,rsp3172-1,GT,1 6 2,1,3,1,0,,,econ-1
3172,rsp3172-2,GT,1 2 4,1,3,1,0,,,econ-clim-2
3179,rsp3179,GT,1 7,1,2,2,0,,,econ-1
3180,rsp3180-1,HND,2 1,1,2,1,1,0,,econ-1
3180,rsp3180-2,HND,1 2,1,2,1,1,0,,econ-1
3181,rsp3181,HND,1 2,1,2,2,1,99,,econ-1
3183,rsp3183-1,HND,2 11,1,1,4,1,0,,econ-sec-2
3183,rsp3183-2,HND,1 11,1,1,4,1,0,,econ-sec-2
3185,rsp3185,HND,2 1 7,1,2,2,1,0,,econ-1
3187,rsp3187-1,HND,8 12 16,1,1,5,1,0,,econ-reun-oth-3
3187,rsp3187-2,HND,1 12 9,1,1,5,1,0,,econ-reun-oth-3
3188,rsp3188,HND,1,1,1,2,1,1,1,econ-1
3192,rsp3192,HND,1 2 6,1,1,1,1,0,,econ-1
3194,rsp3194,GT,1 8,1,2,4,0,,,econ-1
3196,rsp3196,GT,1 7 8,1,2,4,0,,,econ-1
3204,rsp3204,HND,8 1 2,1,2,5,0,,,econ-1
3209,rsp3209,HND,1 2 8,1,2,1,1,0,,econ-1
3211,rsp3211-1,HND,1 6 7,1,2,5,1,1,1,econ-1
3211,rsp3211-2,HND,9 99,1,2,5,1,1,1,oth-1
3220,rsp3220,GT,1,1,2,2,0,,,econ-1
3224,rsp3224,GT,1 2 8,1,1,5,0,,,econ-1
3228,rsp3228,GT,2 3 6,1,3,3,0,,,econ-clim-2
3234,rsp3234,GT,1 6,1,3,1,0,,,econ-1
3235,rsp3235,HND,1 2,1,2,4,1,0,,econ-1
3244,rsp3244,GT,6 2,1,1,5,1,0,,econ-1
3245,rsp3245,GT,7 8,1,1,5,0,,,econ-1
3252,rsp3252,HND,1,1,2,5,1,1,1,econ-1
3254,rsp3254,HND,1 15 12,1,1,2,0,,,econ-reun-oth-3
3255,rsp3255-1,GT,1,1,1,1,1,1,1,econ-1
3255,rsp3255-2,GT,1,1,1,1,1,1,1,econ-1
3272,rsp3272,GT,1 2 6,1,2,4,1,0,,econ-1
3273,rsp3273,GT,7,1,2,3,0,,,econ-1
3274,rsp3274,HND,1 2 6,1,3,2,0,,,econ-1
3278,rsp3278-1,HND,1 2 8,1,1,2,0,,,econ-1
3278,rsp3278-2,HND,1 2 8,1,1,2,0,,,econ-1
3284,rsp3284,HND,1 2 5,1,1,2,1,1,1,econ-clim-2
3292,rsp3292,GT,1 8 6,1,1,5,0,,,econ-1
3298,rsp3298-1,HND,1 2 6,1,2,5,1,0,,econ-1
3298,rsp3298-2,HND,1 6 14,1,2,5,1,0,,econ-oth-2
3300,rsp3300,HND,1,1,1,2,0,,,econ-1
3305,rsp3305,HND,1,1,2,2,1,0,,econ-1
3312,rsp3312,GT,12,1,1,5,1,0,,reun-1
3314,rsp3314,GT,15 12,1,1,5,99,,,reun-oth-2
3319,rsp3319-1,GT,1 9,1,2,4,1,0,,econ-oth-2
3319,rsp3319-2,GT,1,1,2,4,1,0,,econ-1
3323,rsp3323,GT,1 8,1,2,4,1,0,,econ-1
3330,rsp3330,HND,1 7 14,1,2,4,1,1,0,econ-oth-2
3331,rsp3331,HND,1 6 5,1,2,4,1,1,1,econ-clim-2
3333,rsp3333,GT,1,1,2,1,0,,,econ-1
3335,rsp3335-1,HND,1 12,1,1,2,1,1,0,econ-reun-2
3335,rsp3335-2,HND,12,1,1,2,1,1,0,reun-1
3335,rsp3335-3,HND,12,1,1,2,1,1,0,reun-1
3336,rsp3336-1,HND,1 2 6,1,2,4,0,,,econ-1
3336,rsp3336-2,HND,2 1 7,1,2,4,0,,,econ-1
3338,rsp3338,HND,1 2 6,1,3,2,0,,,econ-1
3341,rsp3341-1,HND,1 2 7,1,4,1,1,0,,econ-1
3341,rsp3341-2,HND,1 2 7,1,4,1,1,0,,econ-1
3353,rsp3353,SLV,1 8,1,1,1,0,,,econ-1
3360,rsp3360,SLV,1 2 8,1,2,4,1,1,1,econ-1
3361,rsp3361,SLV,1 2 8,1,1,3,1,0,,econ-1
3362,rsp3362-1,SLV,1 8 2,1,2,4,0,,,econ-1
3362,rsp3362-2,SLV,1 8 11,1,2,4,0,,,econ-sec-2
3368,rsp3368-1,SLV,1 8,1,2,5,1,0,,econ-1
3368,rsp3368-2,SLV,1 7 8,1,2,5,1,0,,econ-1
3375,rsp3375,SLV,11 9 8,1,2,4,1,0,,sec-oth-2
3391,rsp3391-1,GT,1 2,1,3,1,0,,,econ-1
3391,rsp3391-2,GT,1 2,1,3,1,0,,,econ-1
3392,rsp3392,GT,1 2 7,1,1,2,1,0,,econ-1
3393,rsp3393,GT,1 2 7,1,2,1,0,,,econ-1
3396,rsp3396,GT,1 2 7,1,3,3,1,0,,econ-1
3402,rsp3402-1,GT,1 6,1,2,3,99,,,econ-1
3402,rsp3402-2,GT,1 6,1,2,3,99,,,econ-1
3402,rsp3402-3,GT,1 6,1,2,3,99,,,econ-1
3402,rsp3402-4,GT,1 4,1,2,3,99,,,econ-clim-2
3415,rsp3415,SLV,1,1,2,2,0,,,econ-1
3421,rsp3421,SLV,1,1,2,4,1,0,,econ-1
3439,rsp3439-1,SLV,1 8,1,2,3,1,0,,econ-1
3439,rsp3439-2,SLV,1 7,1,2,3,1,0,,econ-1
3439,rsp3439-3,SLV,1 7 8,1,2,3,1,0,,econ-1
3444,rsp3444,SLV,15,1,1,1,0,,,oth-1
3445,rsp3445,SLV,1 8 7,1,1,4,0,,,econ-1
3446,rsp3446,HND,1 2 7,1,2,5,0,,,econ-1
3447,rsp3447,HND,1 2 7,1,1,4,0,,,econ-1
3448,rsp3448,HND,1 7 2,1,2,4,0,,,econ-1
3449,rsp3449-1,HND,1 2 7,1,3,4,1,1,0,econ-1
3449,rsp3449-2,HND,1 2 7,1,3,4,1,1,0,econ-1
3450,rsp3450,HND,1 2 7,1,4,4,1,1,1,econ-1
3453,rsp3453,HND,1 2 7,1,3,4,1,1,1,econ-1
3459,rsp3459,SLV,1,1,1,2,0,,,econ-1
3460,rsp3460,SLV,1,1,2,4,1,0,,econ-1
3461,rsp3461,SLV,1 6 8,1,2,4,1,0,,econ-1
3464,rsp3464,SLV,1,1,2,4,0,,,econ-1
3468,rsp3468-1,SLV,7,1,2,2,1,0,,econ-1
3468,rsp3468-2,SLV,7 1,1,2,2,1,0,,econ-1
3480,rsp3480-1,HND,1 8 9,1,1,1,1,0,,econ-oth-2
3480,rsp3480-2,HND,1 6 7,1,1,1,1,0,,econ-1
3497,rsp3497,HND,1 8,1,2,4,0,,,econ-1
3507,rsp3507,HND,1 2 8,1,1,1,0,,,econ-1
3509,rsp3509,HND,1,1,2,1,1,0,,econ-1
3510,rsp3510,HND,1 2 7,1,1,2,0,,,econ-1
3511,rsp3511,HND,1 2 7,1,1,2,1,0,,econ-1
3512,rsp3512,HND,1 2 7,1,1,1,1,0,,econ-1
3513,rsp3513,HND,1 2 7,1,2,2,0,,,econ-1
3514,rsp3514,HND,1 2 7,1,1,2,0,,,econ-1
3534,rsp3534,HND,2,1,3,1,0,,,econ-1
3537,rsp3537,HND,1,1,1,1,0,,,econ-1
3542,rsp3542,HND,1 7,1,2,1,1,0,,econ-1
3545,rsp3545,SLV,1 2 7,1,2,3,0,,,econ-1
3549,rsp3549,SLV,1 7,1,1,4,1,0,,econ-1
3552,rsp3552,SLV,12 1,1,2,4,1,0,,econ-reun-2
3569,rsp3569,HND,1 3 8,1,2,1,1,0,,econ-clim-2
3588,rsp3588,GT,1 2 16,1,3,3,0,,,econ-oth-2
3590,rsp3590,GT,1 2 8,1,2,3,1,0,,econ-1
3594,rsp3594,HND,1,1,3,1,1,0,,econ-1
3598,rsp3598,HND,1,1,1,5,1,0,,econ-1
3605,rsp3605,HND,1 2,1,1,5,0,,,econ-1
3613,rsp3613,HND,1 2,1,2,1,1,0,,econ-1
3614,rsp3614,HND,1,1,1,1,1,0,,econ-1
3615,rsp3615,HND,1 2 6,1,2,1,1,1,0,econ-1
3618,rsp3618-1,HND,1 2,1,1,1,1,0,,econ-1
3618,rsp3618-2,HND,1 2 12,1,1,1,1,0,,econ-reun-2
3618,rsp3618-3,HND,1 2 12,1,1,1,1,0,,econ-reun-2
3621,rsp3621,HND,1 2,1,1,1,1,0,,econ-1
3623,rsp3623,HND,6 1 8,1,3,5,0,,,econ-1
3624,rsp3624,HND,1 8,1,2,1,1,1,0,econ-1
3625,rsp3625-1,HND,1 2,1,1,2,0,,,econ-1
3625,rsp3625-2,HND,1 2,1,1,2,0,,,econ-1
3637,rsp3637,SLV,1 11,1,1,4,1,0,,econ-sec-2
3663,rsp3663,GT,1,1,1,5,0,,,econ-1
3667,rsp3667,HND,1,1,3,3,0,,,econ-1
3670,rsp3670,GT,1 2 8,1,2,4,0,,,econ-1
3673,rsp3673,GT,3 8,1,1,2,0,,,econ-clim-2
3674,rsp3674,GT,1 8,1,1,1,0,,,econ-1
3680,rsp3680,GT,6,1,2,3,0,,,econ-1
3685,rsp3685,GT,1 2,1,2,3,1,0,,econ-1
3692,rsp3692-1,HND,1 2,1,1,5,1,0,,econ-1
3692,rsp3692-2,HND,16,1,1,5,1,0,,oth-1
3693,rsp3693-1,HND,1 2 8,1,1,5,1,1,1,econ-1
3693,rsp3693-2,HND,1 2 8,1,1,5,1,1,1,econ-1
3693,rsp3693-3,HND,1 2 6,1,1,5,1,1,1,econ-1
3698,rsp3698,HND,16 2,1,2,4,1,1,1,econ-oth-2
3699,rsp3699,HND,2 1 3,1,2,3,0,,,econ-clim-2
3703,rsp3703,GT,1 6,1,2,4,0,,,econ-1
3722,rsp3722-1,HND,2 4 7,1,2,3,1,0,,econ-clim-2
3722,rsp3722-2,HND,2 4 7,1,2,3,1,0,,econ-clim-2
3722,rsp3722-3,HND,2 4 7,1,2,3,1,0,,econ-clim-2
3722,rsp3722-4,HND,2 4 7,1,2,3,1,0,,econ-clim-2
3733,rsp3733-1,HND,15 12,1,1,2,0,,,reun-oth-2
3733,rsp3733-2,HND,12 15,1,1,2,0,,,reun-oth-2
3733,rsp3733-3,HND,12 15,1,1,2,0,,,reun-oth-2
3734,rsp3734,HND,9 11,1,2,4,0,,,sec-oth-2
3737,rsp3737,GT,7 8,1,1,2,1,1,1,econ-1
3742,rsp3742,GT,1,1,2,3,0,,,econ-1
3753,rsp3753,HND,12 15,1,1,1,0,,,reun-oth-2
3754,rsp3754,HND,1 2 9,1,1,5,1,0,,econ-oth-2
3756,rsp3756,HND,1 2,1,2,2,1,0,,econ-1
3757,rsp3757,HND,1 2,1,2,1,0,,,econ-1
3760,rsp3760-1,HND,1 2 6,1,1,1,0,,,econ-1
3760,rsp3760-2,HND,1 2 8,1,1,1,0,,,econ-1
3761,rsp3761-1,HND,9 11 15,1,2,2,1,0,,sec-oth-2
3761,rsp3761-2,HND,1 2 6,1,2,2,1,0,,econ-1
3762,rsp3762,HND,1 2,1,2,3,1,1,1,econ-1
3763,rsp3763,HND,1 7 8,1,1,4,0,,,econ-1
3767,rsp3767,HND,1 7 2,1,2,3,0,,,econ-1
3768,rsp3768-1,HND,9 11,1,1,3,1,0,,sec-oth-2
3768,rsp3768-2,HND,1 2,1,1,3,1,0,,econ-1
3770,rsp3770,HND,1 7,1,1,2,1,0,,econ-1
3771,rsp3771-1,HND,1 2,1,2,1,1,0,,econ-1
3771,rsp3771-2,HND,1 2,1,2,1,1,0,,econ-1
3774,rsp3774,HND,1,1,1,2,0,,,econ-1
3778,rsp3778,HND,1 2 12,1,1,6,1,0,,econ-reun-2
3779,rsp3779-1,HND,2 1 6,1,2,4,1,0,,econ-1
3779,rsp3779-2,HND,2 1 6,1,2,4,1,0,,econ-1
3798,rsp3798-1,SLV,1 2,1,1,3,0,,,econ-1
3798,rsp3798-2,SLV,1 2 8,1,1,3,0,,,econ-1
3799,rsp3799,SLV,1 8,1,1,1,0,,,econ-1
3828,rsp3828-1,SLV,1 8 11,1,2,1,0,,,econ-sec-2
3828,rsp3828-2,SLV,1 9 8,1,2,1,0,,,econ-oth-2
3832,rsp3832,SLV,1 7,1,3,1,1,0,,econ-1
3833,rsp3833,SLV,12,1,3,3,1,0,,reun-1
3834,rsp3834-1,SLV,1 2 7,1,2,4,1,0,,econ-1
3834,rsp3834-2,SLV,1 2 7,1,2,4,1,0,,econ-1
3839,rsp3839,SLV,11,1,2,1,1,0,,sec-1
3845,rsp3845-1,SLV,1,1,2,4,1,0,,econ-1
3845,rsp3845-2,SLV,1,1,2,4,1,0,,econ-1
3862,rsp3862,SLV,1 7 8,1,1,4,1,0,,econ-1
3863,rsp3863,SLV,2 1 7,1,1,3,1,0,,econ-1
3869,rsp3869-1,SLV,1,1,2,2,0,,,econ-1
3869,rsp3869-2,SLV,1,1,2,2,0,,,econ-1
3871,rsp3871,HND,1 7 8,1,3,1,0,,,econ-1
3885,rsp3885-1,HND,1,1,3,4,1,1,0,econ-1
3885,rsp3885-2,HND,1,1,3,4,1,1,0,econ-1
3890,rsp3890-1,SLV,1,1,3,4,1,1,0,econ-1
3890,rsp3890-2,SLV,1,1,3,4,1,1,0,econ-1
3895,rsp3895,HND,9,1,1,5,0,,,oth-1
3896,rsp3896,SLV,1 7 8,1,2,4,0,,,econ-1
3899,rsp3899,SLV,1 2 8,1,1,3,0,,,econ-1
3906,rsp3906,SLV,1 8,1,1,4,1,0,,econ-1
3908,rsp3908,HND,1,1,2,4,1,0,,econ-1
3920,rsp3920-1,SLV,1 8 2,1,2,4,1,0,,econ-1
3920,rsp3920-2,SLV,9,1,2,4,1,0,,oth-1
3921,rsp3921-1,SLV,1 2,1,2,4,0,,,econ-1
3921,rsp3921-2,SLV,12 8,1,2,4,0,,,econ-reun-2
3922,rsp3922,SLV,12,1,2,5,1,0,,reun-1
3924,rsp3924,SLV,1 8,1,2,3,1,0,,econ-1
3928,rsp3928,SLV,15 12,1,1,4,0,,,reun-oth-2
3931,rsp3931,SLV,1 6 8,1,2,2,1,0,,econ-1
3932,rsp3932,SLV,2 1,1,2,4,0,,,econ-1
3933,rsp3933,SLV,1 2 6,1,2,2,0,,,econ-1
3935,rsp3935-1,HND,1,1,2,3,0,,,econ-1
3935,rsp3935-2,HND,16,1,2,3,0,,,oth-1
3935,rsp3935-3,HND,9,1,2,3,0,,,oth-1
3939,rsp3939-1,HND,2 6,1,2,3,1,0,,econ-1
3939,rsp3939-2,HND,9,1,2,3,1,0,,oth-1
3940,rsp3940,HND,1 2 6,1,2,3,0,,,econ-1
3944,rsp3944,HND,1 3 7,1,1,2,0,,,econ-clim-2
3945,rsp3945,HND,1 2 7,1,1,2,1,0,,econ-1
